unit,isced97,hlth_pb,age,sex,time\geo	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	CH 	UK 	TR 
THS,ED0-2,PB1040,TOTAL,F,2011	223.746 	95.854 	80.267 	123.036 	877.214 	14.864 	34.592 	144.956 	884.664 	2032.791 	105.376 	1047.161 	14.15 	19.587 	21.416 	14.671 	196.421 	8.524 	380.393 	210.854 	469.564 	577.424 	393.857 	45.759 	55.183 	94.379 	160.241 	12.054 	157.564 	1435.997 	4446.888 
THS,ED0-2,PB1040,TOTAL,M,2011	249.621 	78.427 	43.056 	92.376 	721.002 	18.976 	43.272 	123.973 	658.565 	1382.687 	62.642 	880.322 	11.91 	28.171 	24.001 	10.498 	118.659 	7.763 	285.774 	135.208 	428.538 	450.596 	217.913 	34.915 	38.567 	102.934 	121.964 	8.473 	93.514 	1096.274 	2835.463 
THS,ED0-2,PB1040,TOTAL,T,2011	473.367 	174.281 	123.323 	215.412 	1598.216 	33.84 	77.864 	268.929 	1543.228 	3415.479 	168.019 	1927.483 	26.061 	47.757 	45.417 	25.17 	315.08 	16.287 	666.167 	346.062 	898.102 	1028.02 	611.77 	80.675 	93.75 	197.313 	282.206 	20.528 	251.078 	2532.271 	7282.35 
THS,ED0-2,PB1040,Y15-24,F,2011	11.757 	: u	4.377 u	15.635 	102.821 	: u	3.645 	: u	28.959 	128.687 	: u	23.458 	: u	: u	: u	1.123 u	5.138 	: u	36.421 u	18.94 	41.529 	19.109 	16.471 	1.41 u	3.102 u	12.447 	28.869 	3.489 	36.645 	102.634 	221.122 
THS,ED0-2,PB1040,Y15-24,M,2011	26.862 	: u	5.983 u	16.692 	91.871 	3.914 u	3.934 	5.761 u	32.243 	92.13 u	: u	36.801 	1.212 u	5.611 u	6.345 u	1.352 	12.518 	: u	42.824 	23.256 	52.876 	21.543 	20.984 	1.84 u	5.117 	14.472 	28.748 	2.353 	29.388 	103.118 	232.323 
THS,ED0-2,PB1040,Y15-24,T,2011	38.619 	8.557 u	10.361 	32.327 	194.692 	6.279 	7.579 	8.225 u	61.202 	220.817 	: u	60.259 	1.611 	8.088 	10.245 	2.475 	17.656 	: u	79.245 	42.197 	94.406 	40.652 	37.455 	3.249 u	8.219 	26.919 	57.617 	5.842 	66.033 	205.752 	453.445 
THS,ED0-2,PB1040,Y25-34,F,2011	17.068 	8.836 u	5.926 u	14.831 	90.76 	: u	3.327 	5.792 u	49.004 	110.251 	: u	39.759 	: u	: u	: u	1.222 	7.29 	: u	25.406 u	11.486 u	22.232 	35.93 	22.702 	: u	3.618 u	6.004 	12.447 	1.2 	12.453 	120.051 	485.628 
THS,ED0-2,PB1040,Y25-34,M,2011	18.76 	: u	5.174 u	14.822 	84.627 	3.067 u	4.008 	11.927 	57.122 	101.06 	: u	67.869 	0.94 u	5.237 u	4.713 u	1.401 	9.669 	: u	23.966 u	8.339 u	45.892 	34.444 	25.996 	2.403 u	6.656 	7.474 	11.18 	1.52 	5.93 u	111.336 	370.92 
THS,ED0-2,PB1040,Y25-34,T,2011	35.828 	14.84 	11.099 	29.653 	175.387 	4.464 u	7.335 	17.719 	106.127 	211.312 	4.917 u	107.628 	1.205 u	7.187 	7.07 u	2.624 	16.959 	2.177 u	49.373 	19.825 	68.124 	70.374 	48.698 	3.297 u	10.273 	13.478 	23.627 	2.72 	18.383 	231.387 	856.548 
THS,ED0-2,PB1040,Y35-44,F,2011	28.254 	9.362 u	7.523 	18.431 	120.024 	2.704 u	4.4 	13.187 	107.172 	288.379 	6.847 u	138.619 	1.15 u	: u	: u	2.704 	18.938 	: u	54.229 	23.505 	29.133 	80.713 	25.779 	3.677 u	6.178 	6.472 	18.233 	1.574 	21.432 	220.183 	929.706 
THS,ED0-2,PB1040,Y35-44,M,2011	35.795 	11.253 u	7.382 	15.306 	148.334 	3.445 u	6.666 	14.929 	100.35 	178.321 	11.932 u	166.218 	1.878 	6.648 u	: u	1.889 	15.672 	: u	49.703 	19.742 	38.036 	80.454 	23.76 	5.783 u	3.889 u	10.198 	12.593 	1.3 	13.81 	185.18 	627.544 
THS,ED0-2,PB1040,Y35-44,T,2011	64.049 	20.614 	14.905 	33.737 	268.358 	6.149 	11.066 	28.116 	207.522 	466.7 	18.779 u	304.837 	3.028 	9.018 	5.094 u	4.593 	34.61 	2.101 u	103.932 	43.247 	67.17 	161.167 	49.539 	9.46 u	10.066 	16.67 	30.826 	2.874 	35.242 	405.363 	1557.249 
THS,ED0-2,PB1040,Y45-54,F,2011	69.235 	18.359 	19.562 	29.862 	257.15 	: u	9.664 	32.73 	257.643 	591.591 	30.889 u	302.823 	3.507 	: u	: u	5.21 	53.15 	1.756 u	99.992 	57.099 	92.027 	174.195 	75.516 	13.646 	13.489 	14.584 	37.66 	2.878 	38.602 	397.156 	1377.042 
THS,ED0-2,PB1040,Y45-54,M,2011	69.24 	17.463 	8.743 	22.937 	185.198 	2.907 u	10.443 	29.27 	194.297 	433.2 	17.748 u	253.669 	2.895 	: u	: u	2.965 	30.032 	: u	67.308 	32.21 	75.824 	135.263 	35.38 	8.036 u	8.733 	22.696 	25.363 	1.798 	19.833 	289.055 	804.729 
THS,ED0-2,PB1040,Y45-54,T,2011	138.475 	35.822 	28.305 	52.799 	442.348 	4.957 u	20.107 	61.999 	451.94 	1024.791 	48.637 	556.492 	6.402 	5.688 u	: u	8.174 	83.182 	3.283 	167.3 	89.309 	167.851 	309.458 	110.896 	21.682 	22.222 	37.28 	63.023 	4.676 	58.435 	686.21 	2181.771 
THS,ED0-2,PB1040,Y55-64,F,2011	97.431 	54.303 	42.879 	44.277 	306.459 	6.347 	13.556 	90.783 	441.885 	913.883 	65.327 	542.501 	8.829 	9.645 	11.92 	4.412 	111.905 	4.46 	164.345 	99.824 	284.642 	267.476 	253.39 	26.132 	28.796 	54.872 	63.032 	2.913 	48.431 	595.973 	1433.39 
THS,ED0-2,PB1040,Y55-64,M,2011	98.965 	40.144 	15.774 	22.619 	210.972 	5.644 u	18.221 	62.087 	274.552 	577.976 	28.579 u	355.766 	4.986 	8.131 	7.339 u	2.892 	50.768 	3.532 	101.972 	51.66 	215.909 	178.893 	111.792 	16.855 	14.173 	48.094 	44.08 	1.503 	24.554 	407.585 	799.947 
THS,ED0-2,PB1040,Y55-64,T,2011	196.396 	94.446 	58.653 	66.896 	517.431 	11.991 	31.777 	152.87 	716.437 	1491.859 	93.905 	898.267 	13.815 	17.777 	19.259 	7.304 	162.673 	7.992 	266.317 	151.483 	500.551 	446.369 	365.182 	42.987 	42.969 	102.966 	107.112 	4.416 	72.985 	1003.558 	2233.337 
THS,ED0-2,PB1041,TOTAL,F,2011	800.532 	483.423 	522.998 	397.231 	3539.207 	55.896 	358.108 	1006.347 	5442.928 	4178.98 	308.547 	6958.002 	69.122 	100.302 	136.68 	36.778 	683.256 	74.964 	1351.386 	530.888 	1768.99 	1601.737 	2005.128 	98.46 	280.34 	249.802 	480.634 	24.862 	435.206 	3751.016 	13893.381 
THS,ED0-2,PB1041,TOTAL,M,2011	907.506 	514.305 	401.091 	471.704 	2849.508 	74.441 	432.729 	1165.61 	6140.277 	4418.618 	211.848 	7579.067 	69.61 	135.845 	156.179 	37.538 	602.431 	72.079 	1382.513 	397.079 	1915.048 	1940.792 	1725.348 	103.196 	241.134 	309.188 	576.444 	28.966 	383.915 	3606.288 	12846.618 
THS,ED0-2,PB1041,TOTAL,T,2011	1708.038 	997.728 	924.089 	868.935 	6388.715 	130.336 	790.837 	2171.957 	11583.205 	8597.597 	520.395 	14537.069 	138.732 	236.147 	292.858 	74.316 	1285.687 	147.043 	2733.899 	927.967 	3684.037 	3542.53 	3730.475 	201.656 	521.475 	558.989 	1057.078 	53.828 	819.121 	7357.304 	26739.998 
THS,ED0-2,PB1041,Y15-24,F,2011	252.547 	175.624 	272.683 	176.753 	1382.819 	36.264 	116.048 	216.669 	929.337 	1263.693 	93.476 	1382.326 	22.541 	65.244 	99.276 	15.633 	285.147 	8.624 	428.022 	210.009 	1002.107 	287.822 	649.035 	44.348 	162.096 	147.387 	252.373 	9.602 	193.854 	720.088 	3935.374 
THS,ED0-2,PB1041,Y15-24,M,2011	311.146 	184.893 	280.886 	214.842 	1452.639 	41.107 	129.404 	239.39 	1160.646 	1495.384 	90.755 	1578.648 	24.299 	72.327 	110.123 	16.886 	298.655 	11.395 	486.531 	221.567 	1163.464 	354.77 	711.164 	53.301 	169.41 	152.455 	270.202 	11.309 	198.586 	865.557 	3604.946 
THS,ED0-2,PB1041,Y15-24,T,2011	563.692 	360.517 	553.569 	391.595 	2835.458 	77.371 	245.452 	456.059 	2089.983 	2759.078 	184.232 	2960.974 	46.84 	137.571 	209.399 	32.518 	583.803 	20.019 	914.553 	431.576 	2165.571 	642.592 	1360.199 	97.649 	331.506 	299.842 	522.575 	20.911 	392.44 	1585.645 	7540.32 
THS,ED0-2,PB1041,Y25-34,F,2011	85.178 	82.726 	47.392 	37.681 	417.907 	8.427 	40.75 	118.728 	835.008 	432.704 	17.329 u	821.345 	8.947 	12.846 	13.467 	4.362 	79.206 	12.492 	135.049 	54.197 	110.928 	256.779 	376.516 	3.085 u	20.61 	16.538 	39.855 	3.069 	37.538 	579.228 	3516.79 
THS,ED0-2,PB1041,Y25-34,M,2011	105.647 	75.568 	42.881 	58.075 	435.842 	16.288 	56.805 	195.499 	1212.328 	519.934 	14.71 u	1017.564 	11.845 	29.656 	19.971 	4.823 	82.59 	13.255 	173.042 	48.32 	165.971 	371.312 	340.264 	10.418 	20.23 	26.285 	58.534 	5.486 	43.596 	707.948 	2909.721 
THS,ED0-2,PB1041,Y25-34,T,2011	190.826 	158.294 	90.273 	95.755 	853.749 	24.715 	97.555 	314.228 	2047.336 	952.639 	32.038 u	1838.908 	20.792 	42.502 	33.438 	9.186 	161.796 	25.747 	308.091 	102.517 	276.899 	628.091 	716.781 	13.503 	40.84 	42.823 	98.389 	8.555 	81.134 	1287.176 	6426.511 
THS,ED0-2,PB1041,Y35-44,F,2011	100.778 	70.245 	37.282 	40.672 	552.706 	4.103 u	50.567 	176.207 	1121.005 	583.045 	46.524 	1508.287 	9.95 	9.839 	9.902 	6.549 	110.23 	13.318 	195.928 	83.361 	146.167 	380.047 	282.912 	12.334 	20.682 	16.127 	37.23 	2.432 	64.829 	736.249 	3144.767 
THS,ED0-2,PB1041,Y35-44,M,2011	131.685 	81.333 	22.74 	62.307 	377.967 	8.795 	67.921 	244.407 	1389.498 	679.199 	26.092 u	1745.094 	7.764 	12.693 	11.512 	6.845 	98.513 	12.144 	227.861 	46.704 	176.821 	468.371 	263.755 	13.41 	14.243 	32.264 	53.837 	4.517 	53.547 	742.896 	2817.122 
THS,ED0-2,PB1041,Y35-44,T,2011	232.464 	151.579 	60.023 	102.979 	930.673 	12.898 	118.488 	420.614 	2510.503 	1262.243 	72.616 	3253.381 	17.714 	22.532 	21.414 	13.394 	208.743 	25.462 	423.789 	130.065 	322.988 	848.418 	546.667 	25.744 	34.925 	48.392 	91.066 	6.949 	118.376 	1479.145 	5961.89 
THS,ED0-2,PB1041,Y45-54,F,2011	160.076 	63.576 	56.22 	61.86 	620.64 	2.718 u	67.362 	235.712 	1300.822 	789.956 	70.765 	1592.285 	11.87 	: u	: u	5.029 	96.323 	19.568 	265.904 	98.44 	187.471 	392.031 	273.253 	15.6 	25.825 	20.98 	56.118 	4.473 	82.797 	847.784 	2158.022 
THS,ED0-2,PB1041,Y45-54,M,2011	186.171 	71.896 	22.186 	69.464 	356.961 	3.526 u	85.412 	241.834 	1311.55 	875.388 	43.856 	1715.545 	10.734 	9.337 	7.717 u	5.503 	67.464 	16.657 	269.091 	41.928 	172.097 	437.484 	181.983 	14.84 	15.801 	38.318 	85.692 	4.543 	54.04 	769.107 	2171.482 
THS,ED0-2,PB1041,Y45-54,T,2011	346.247 	135.473 	78.407 	131.324 	977.601 	6.244 	152.774 	477.547 	2612.372 	1665.344 	114.62 	3307.83 	22.603 	13.225 	11.885 	10.532 	163.787 	36.225 	534.995 	140.368 	359.568 	829.516 	455.237 	30.44 	41.626 	59.298 	141.81 	9.017 	136.838 	1616.891 	4329.503 
THS,ED0-2,PB1041,Y55-64,F,2011	201.953 	91.251 	109.421 	80.266 	565.135 	4.385 u	83.381 	259.031 	1256.757 	1109.582 	80.454 	1653.759 	15.814 	8.484 	9.867 	5.204 	112.349 	20.962 	326.483 	84.881 	322.317 	285.058 	423.411 	23.093 	51.127 	48.77 	95.059 	5.286 	56.188 	867.668 	1138.428 
THS,ED0-2,PB1041,Y55-64,M,2011	172.857 	100.615 	32.397 	67.016 	226.099 	4.724 u	93.187 	244.479 	1066.255 	848.712 	36.435 u	1522.217 	14.968 	11.832 	6.856 u	3.482 	55.209 	18.628 	225.988 	38.559 	236.695 	308.856 	228.181 	11.227 	21.45 	59.865 	108.179 	3.11 	34.146 	520.78 	1343.346 
THS,ED0-2,PB1041,Y55-64,T,2011	374.81 	191.867 	141.818 	147.282 	791.233 	9.109 	176.568 	503.51 	2323.012 	1958.294 	116.889 	3175.976 	30.782 	20.316 	16.722 	8.686 	167.558 	39.59 	552.471 	123.44 	559.012 	593.914 	651.592 	34.32 	72.577 	108.635 	203.238 	8.396 	90.334 	1388.448 	2481.774 
THS,ED0-2,PB1070,TOTAL,F,2011	237.331 	82.074 	102.38 	142.958 	723.736 	13.961 	48.253 	138.372 	1036.636 	888.57 	83.083 	884.523 	15.207 	13.84 	19.295 	11.409 	179.83 	12.604 	365.153 	166.84 	394.254 	625.868 	450.397 	51.796 	62.518 	82.297 	145.312 	14.464 	133.562 	1222.199 	4297.523 
THS,ED0-2,PB1070,TOTAL,M,2011	238.975 	68.288 	58.901 	99.838 	538.238 	16.353 	66.233 	130.159 	720.541 	674.16 	49.105 	740.944 	12.869 	16.67 	21.591 	7.12 	110.228 	10.87 	265.762 	102.223 	378.87 	465.965 	239.603 	39.715 	41.493 	83.604 	103.211 	9.923 	83.508 	981.127 	2846.044 
THS,ED0-2,PB1070,TOTAL,T,2011	476.307 	150.362 	161.281 	242.796 	1261.974 	30.315 	114.486 	268.531 	1757.177 	1562.73 	132.189 	1625.468 	28.077 	30.51 	40.886 	18.529 	290.058 	23.474 	630.914 	269.063 	773.124 	1091.833 	690 	91.511 	104.011 	165.901 	248.523 	24.387 	217.07 	2203.326 	7143.568 
THS,ED0-2,PB1070,Y15-24,F,2011	10.5 	: u	8.639 	16.869 	57.472 	: u	2.925 	: u	30.674 	87.369 u	: u	29.333 	: u	: u	: u	1.077 u	6.51 	: u	30.758 u	10.744 u	36.264 	23.093 	13.67 	2.621 u	3.245 u	10.411 	27.332 	4.416 	25.529 	93.132 	201.554 
THS,ED0-2,PB1070,Y15-24,M,2011	20.829 	: u	10.418 	17.262 	54.066 	2.974 u	4.071 	4.443 u	41.639 	54.318 u	: u	32.963 	0.901 u	: u	4.717 u	1.005 u	9.876 	: u	32.008 u	11.526 u	45.961 	24.201 	18.95 	3.501 u	4.978 	10.694 	21.902 	2.916 	23.998 	107.022 	226.126 
THS,ED0-2,PB1070,Y15-24,T,2011	31.33 	8.83 u	19.057 	34.131 	111.538 	4.299 u	6.995 	6.708 u	72.313 	141.686 	: u	62.297 	1.224 u	5.432 u	8.083 	2.082 	16.386 	: u	62.766 	22.27 	82.225 	47.294 	32.619 	6.122 u	8.222 	21.105 	49.234 	7.332 	49.527 	200.154 	427.68 
THS,ED0-2,PB1070,Y25-34,F,2011	21.534 	8.052 u	9.262 	20.428 	74.448 	: u	5.277 	6.061 u	60.833 	51.41 u	: u	35.879 	0.53 u	: u	: u	0.854 u	8.672 	: u	26.974 u	10.68 u	22.376 	39.565 	22.784 	1.018 u	4.603 	4.63 	13.387 	1.465 	9.465 	117.141 	516.262 
THS,ED0-2,PB1070,Y25-34,M,2011	16.158 	6.486 u	9.885 	15.262 	61.92 	: u	5.872 	12.622 	73.903 	82.892 u	: u	58.182 	1.316 u	: u	4.937 u	0.629 u	10.025 	: u	23.507 u	: u	46.13 	42.066 	26.706 	2.766 u	7.545 	6.78 	9.185 	1.978 	9.906 	112.277 	406.779 
THS,ED0-2,PB1070,Y25-34,T,2011	37.692 	14.537 	19.147 	35.69 	136.368 	3.508 u	11.149 	18.682 	134.735 	134.302 	: u	94.061 	1.847 	4.687 u	7.412 u	1.483 	18.697 	2.238 u	50.481 	15.847 	68.505 	81.631 	49.49 	3.784 u	12.149 	11.41 	22.571 	3.443 	19.371 	229.419 	923.041 
THS,ED0-2,PB1070,Y35-44,F,2011	30.491 	7.956 u	11.423 	18.878 	92.679 	: u	6.453 	13.609 	132.896 	153.388 	5.548 u	132.458 	1.302 u	: u	: u	2.032 	17.018 	: u	55.239 	19.328 	27.028 	86.327 	23.909 	4.053 u	7.041 	7.368 	16.092 	1.788 	16.902 	216.402 	916.66 
THS,ED0-2,PB1070,Y35-44,M,2011	33.919 	10.743 u	8.14 	15.99 	115.698 	3.645 u	10.469 	16.265 	109.291 	114.492 	11.454 u	137.882 	1.878 	4.322 u	: u	1.271 	15.183 	: u	48.58 	14.158 u	35.888 	80.391 	24 	6.334 u	4.644 	9.236 	10.262 	1.119 	8.768 	180.143 	633.829 
THS,ED0-2,PB1070,Y35-44,T,2011	64.409 	18.698 	19.563 	34.868 	208.377 	5.854 	16.922 	29.873 	242.188 	267.88 	17.002 u	270.34 	3.179 	6.851 	5.586 u	3.304 	32.201 	2.959 u	103.819 	33.486 	62.916 	166.718 	47.91 	10.387 	11.685 	16.603 	26.354 	2.907 	25.67 	396.545 	1550.489 
THS,ED0-2,PB1070,Y45-54,F,2011	76.296 	15.57 	24.234 	34.679 	215.969 	2.503 u	13.259 	31.679 	299.74 	267.249 	25.579 u	246.863 	3.562 	: u	: u	3.661 	50.146 	3.253 	100.552 	42.465 	73.052 	177.573 	82.536 	13.911 	13.742 	12.369 	34.398 	2.884 	38.809 	367.999 	1315.336 
THS,ED0-2,PB1070,Y45-54,M,2011	66.066 	13.28 u	11.445 	24.969 	159.003 	: u	14.801 	29.569 	198.807 	215.286 	12.862 u	194.193 	3.074 	: u	: u	1.894 	28.331 	2.431 u	60.712 	24.946 	65.403 	124.801 	38.42 	8.669 u	9.474 	15.82 	23.12 	2.5 	19.406 	242.551 	778.94 
THS,ED0-2,PB1070,Y45-54,T,2011	142.362 	28.85 	35.68 	59.648 	374.973 	4.9 u	28.06 	61.247 	498.546 	482.535 	38.442 	441.056 	6.636 	: u	: u	5.555 	78.477 	5.684 	161.263 	67.41 	138.455 	302.374 	120.956 	22.58 	23.216 	28.19 	57.518 	5.384 	58.215 	610.551 	2094.276 
THS,ED0-2,PB1070,Y55-64,F,2011	98.51 	45.312 	48.822 	52.104 	283.168 	6.586 	20.339 	84.759 	512.493 	329.154 	50.784 	439.991 	9.49 	6.63 u	9.703 	3.785 	97.484 	6.341 	151.63 	83.624 	235.535 	299.311 	307.498 	30.194 	33.887 	47.519 	54.104 	3.911 	42.856 	427.525 	1347.712 
THS,ED0-2,PB1070,Y55-64,M,2011	102.004 	34.133 	19.013 	26.355 	147.551 	5.169 u	31.021 	67.261 	296.901 	207.172 	22.046 u	317.724 	5.701 	4.672 u	5.987 u	2.321 	46.812 	5.147 	100.955 	46.426 	185.488 	194.505 	131.526 	18.445 	14.852 	41.074 	38.742 	1.409 	21.43 	339.132 	800.37 
THS,ED0-2,PB1070,Y55-64,T,2011	200.514 	79.445 	67.835 	78.459 	430.719 	11.755 	51.36 	152.021 	809.394 	536.326 	72.83 	757.715 	15.191 	11.302 	15.691 	6.106 	144.296 	11.488 	252.585 	130.05 	421.022 	493.816 	439.024 	48.639 	48.739 	88.593 	92.846 	5.321 	64.286 	766.657 	2148.081 
THS,ED0-2,PB1071,TOTAL,F,2011	786.946 	497.203 	500.885 	372.686 	3243.391 	56.564 	343.075 	1008.883 	5218.391 	4608.011 	330.84 	7075.954 	68.066 	106.048 	138.8 	38.885 	700.096 	70.884 	1365.515 	574.902 	1844.3 	1552.306 	1948.588 	92.423 	273.103 	261.768 	487.22 	22.492 	445.448 	3939.767 	14042.745 
THS,ED0-2,PB1071,TOTAL,M,2011	918.152 	524.444 	385.43 	461.819 	2657.895 	76.728 	408.502 	1157.236 	6031.431 	4655.522 	225.385 	7682.347 	68.651 	147.346 	158.589 	40.382 	611.963 	68.972 	1401.906 	430.063 	1964.716 	1923.951 	1703.658 	98.397 	238.209 	328.077 	590.119 	27.282 	386.085 	3706.025 	12836.036 
THS,ED0-2,PB1071,TOTAL,T,2011	1705.099 	1021.647 	886.315 	834.505 	5901.286 	133.292 	751.577 	2166.118 	11249.822 	9263.534 	556.225 	14758.301 	136.716 	253.394 	297.389 	79.267 	1312.06 	139.856 	2767.421 	1004.965 	3809.016 	3476.257 	3652.246 	190.82 	511.312 	589.845 	1077.339 	49.774 	831.533 	7645.792 	26878.781 
THS,ED0-2,PB1071,Y15-24,F,2011	253.804 	175.434 	268.422 	174.944 	1317.651 	37.254 	116.607 	216.713 	918.599 	1261.493 	94.003 	1369.303 	22.617 	65.681 	99.811 	15.376 	283.989 	8.375 	431.783 	218.206 	1007.373 	283.638 	651.836 	43.136 	161.699 	149.37 	249.273 	8.547 	202.6 	726.806 	3954.942 
THS,ED0-2,PB1071,Y15-24,M,2011	317.178 	184.809 	276.451 	213.887 	1392.989 	41.993 	129.187 	240.548 	1147.811 	1498.754 	90.812 	1573.475 	24.61 	74.546 	111.75 	17.042 	301.298 	11.273 	497.019 	233.297 	1170.379 	350.877 	713.198 	51.64 	169.549 	156.162 	274.587 	10.597 	201.126 	860.135 	3611.143 
THS,ED0-2,PB1071,Y15-24,T,2011	570.982 	360.243 	544.873 	388.831 	2710.64 	79.247 	245.794 	457.261 	2066.411 	2760.247 	184.815 	2942.777 	47.227 	140.227 	211.561 	32.419 	585.287 	19.648 	928.802 	451.503 	2177.752 	634.516 	1365.035 	94.776 	331.248 	305.532 	523.859 	19.144 	403.725 	1586.941 	7566.085 
THS,ED0-2,PB1071,Y25-34,F,2011	80.713 	83.511 	44.056 	30.864 	394.879 	8.301 	38.559 	118.22 	822.027 	460.509 	17.944 u	822.726 	8.682 	13.001 	13.35 	4.617 	78.169 	12.506 	133.525 	55.003 	110.784 	253.048 	376.434 	2.961 u	19.977 	17.662 	38.513 	2.893 	38.669 	577.691 	3486.156 
THS,ED0-2,PB1071,Y25-34,M,2011	108.249 	75.086 	38.17 	56.617 	392.508 	16.904 	54.578 	194.804 	1190.913 	512.488 	16.294 u	1023.328 	11.469 	32.001 	19.747 	5.475 	82.394 	13.18 	173.069 	51.493 	165.733 	363.689 	339.554 	10.055 	19.341 	26.789 	59.91 	4.952 	38.601 	704.149 	2873.862 
THS,ED0-2,PB1071,Y25-34,T,2011	188.962 	158.597 	82.226 	87.482 	787.386 	25.205 	93.137 	313.024 	2012.94 	972.997 	34.237 u	1846.054 	20.151 	45.002 	33.096 	10.091 	160.563 	25.686 	306.594 	106.496 	276.518 	616.737 	715.988 	13.016 	39.318 	44.451 	98.423 	7.844 	77.27 	1281.84 	6360.018 
THS,ED0-2,PB1071,Y35-44,F,2011	98.542 	71.651 	33.383 	40.225 	501.416 	4.599 u	48.246 	174.804 	1084.509 	649.286 	47.823 	1506.887 	9.799 	9.68 	9.809 	7.088 	112.389 	12.851 	196.494 	87.538 	148.272 	374.234 	284.781 	11.958 	19.819 	15.111 	39.182 	2.217 	64.523 	735.022 	3157.813 
THS,ED0-2,PB1071,Y35-44,M,2011	133.561 	81.843 	21.982 	61.623 	344.58 	8.595 	63.877 	242.84 	1374.972 	708.982 	26.569 u	1765.34 	7.764 	15.02 	11.113 	7.329 	99.144 	11.753 	230.2 	52.289 	178.969 	468.465 	263.515 	12.859 	13.487 	33.637 	55.984 	4.608 	56.751 	744.559 	2810.837 
THS,ED0-2,PB1071,Y35-44,T,2011	232.103 	153.495 	55.365 	101.848 	845.996 	13.194 	112.123 	417.644 	2459.482 	1358.268 	74.393 	3272.227 	17.563 	24.7 	20.922 	14.417 	211.533 	24.604 	426.694 	139.827 	327.241 	842.698 	548.296 	24.817 	33.307 	48.748 	95.166 	6.825 	121.274 	1479.582 	5968.65 
THS,ED0-2,PB1071,Y45-54,F,2011	153.014 	66.365 	51.548 	55.89 	538.629 	: u	63.265 	236.103 	1241.159 	959.016 	76.074 	1638.503 	11.815 	6.187 u	: u	6.358 	99.314 	18.071 	265.949 	113.074 	206.446 	387.909 	266.233 	15.336 	25.572 	23.024 	57.675 	4.402 	80.413 	872.954 	2219.728 
THS,ED0-2,PB1071,Y45-54,M,2011	189.345 	76.08 	19.484 	66.968 	316.21 	4.037 u	80.539 	240.926 	1296.591 	993.954 	48.742 	1770.643 	10.555 	10.488 	7.772 u	6.544 	69.619 	15.753 	275.85 	49.192 	182.518 	448.051 	178.944 	14.207 	15.06 	45.043 	87.371 	3.922 	53.352 	814.226 	2197.271 
THS,ED0-2,PB1071,Y45-54,T,2011	342.359 	142.445 	71.032 	122.858 	854.839 	6.301 	143.804 	477.03 	2537.749 	1952.97 	124.816 	3409.146 	22.37 	16.674 	11.519 	12.902 	168.932 	33.824 	541.798 	162.266 	388.964 	835.96 	445.176 	29.542 	40.632 	68.067 	145.046 	8.324 	133.765 	1687.18 	4416.998 
THS,ED0-2,PB1071,Y55-64,F,2011	200.874 	100.242 	103.477 	70.762 	490.816 	4.145 u	76.399 	263.043 	1152.097 	1277.707 	94.996 	1738.536 	15.153 	11.5 	12.084 	5.446 	126.236 	19.081 	337.765 	101.08 	371.425 	253.477 	369.303 	19.032 	46.036 	56.601 	102.578 	4.433 	59.243 	1027.293 	1224.106 
THS,ED0-2,PB1071,Y55-64,M,2011	169.818 	106.625 	29.343 	62.724 	211.608 	5.199 u	80.32 	238.117 	1021.143 	941.344 	42.967 	1549.562 	14.253 	15.291 	8.207 	3.992 	59.509 	17.013 	225.768 	43.793 	267.117 	292.87 	208.447 	9.637 u	20.771 	66.445 	112.267 	3.204 	36.256 	582.956 	1342.924 
THS,ED0-2,PB1071,Y55-64,T,2011	370.692 	206.867 	132.82 	133.486 	702.424 	9.345 	156.719 	501.16 	2173.24 	2219.051 	137.964 	3288.098 	29.406 	26.791 	20.291 	9.437 	185.745 	36.094 	563.533 	144.873 	638.541 	546.346 	577.75 	28.668 	66.807 	123.046 	214.845 	7.636 	95.499 	1610.249 	2567.03 
THS,ED0-2,TOTAL,TOTAL,F,2011	1024.278 	579.277 	603.696 	520.267 	4668.629 	70.759 	393.718 	1151.302 	6467.16 	6276.618 	413.924 	8085.813 	83.273 	119.992 	158.095 	51.635 	885.15 	83.488 	1740.441 	741.742 	2238.554 	2183.842 	2398.985 	144.219 	337.008 	345.728 	643.328 	37.643 	596.388 	5197.999 	18340.269 
THS,ED0-2,TOTAL,TOTAL,M,2011	1157.127 	592.732 	444.331 	564.08 	3724.049 	93.417 	477.313 	1289.583 	7017.114 	5856.125 	274.49 	8549.287 	81.52 	164.016 	180.18 	48.203 	725.025 	79.842 	1675.62 	532.286 	2343.586 	2395.786 	1943.26 	138.111 	280.083 	414.157 	698.977 	37.909 	483.401 	4711.402 	15682.08 
THS,ED0-2,TOTAL,TOTAL,T,2011	2181.405 	1172.009 	1048.027 	1084.347 	8392.677 	164.176 	871.031 	2440.886 	13484.274 	12132.743 	688.414 	16635.1 	164.793 	284.008 	338.275 	99.838 	1610.175 	163.33 	3416.061 	1274.029 	4582.139 	4579.628 	4342.245 	282.331 	617.091 	759.885 	1342.304 	75.552 	1079.789 	9909.401 	34022.349 
